training,1,1.1,7,4,1.2,60
training,1,1,4,3,1,109
training,1,1,6,3,1,98
training,1,1,2,4,1,63
training,1,0,3,4,0,26
training,1,1,1,5,1,300
training,1,1,9,5,1,252
training,1,0,3,3,1,900
training,1,1,6,5,1,89
training,1,1,7,4,1,93
training,1,1,9,2,1,185
training,1,1,2,5,1,133
training,1,1,4,1,1,67
training,1,1,5,2,1,86
training,1,1,1,1,1,146
training,1,1,8,5,1,41
training,1,1,5,2,1,102
training,1,1,8,3,1,45
realtest,2,1,9,4,1,568
realtest,2,1,6,2,1,61
realtest,2,1,7,3,1,41
realtest,2,1,9,3,1,251
realtest,2,1,8,1,1,24
realtest,2,1,9,2,1,1
realtest,2,1,4,2,1,7
realtest,2,1,8,4,1,39
realtest,2,1,7,3,1,4
realtest,2,1,8,2,1,251
realtest,2,1,5,4,1,71
realtest,2,1,6,3,1,25
realtest,2,1,9,1,1,245
realtest,2,0,3,3,0,6
realtest,2,1,6,5,1,441
realtest,2,1,5,2,1,38
realtest,2,1,8,1,1,5
realtest,2,1,7,2,1,250
realtest,2,1,8,5,1,100
realtest,2,0,3,4,0,34
realtest,2,1,1,5,1,59
realtest,2,1,9,3,1,59
realtest,2,1,1,2,1,9
realtest,2,1,2,1,1,264
realtest,2,1,5,3,1,125
realtest,2,1,9,5,1,115
realtest,2,1,1,5,1,90
realtest,2,1,2,1,1,92
realtest,2,1,4,3,1,56
realtest,2,1,2,5,1,117
realtest,2,1,1,1,1,74
realtest,2,1,2,5,1,46
realtest,2,1,6,4,1,67
realtest,2,1,7,4,1,63
realtest,2,0,3,4,1,900
realtest,2,1,5,2,1,112
realtest,2,1,6,1,1,34
realtest,2,1,7,5,1,8
realtest,2,1,9,2,1,89
realtest,2,1,2,2,1,78
realtest,2,1,8,5,1,59
realtest,2,1,1,5,1,40
realtest,2,1,2,1,1,124
realtest,2,1,6,2,1,132
realtest,2,0,3,1,1,900
realtest,2,1,8,4,1,251
realtest,2,1,2,5,1,30
realtest,2,1,6,3,1,251
realtest,2,1,1,3,1,30
realtest,2,0,3,3,0,9
realtest,2,1,2,1,1,357
realtest,2,0,3,5,0,87
realtest,2,1,8,2,1,105
realtest,2,1,2,1,1,87
realtest,2,1,6,1,1,76
realtest,2,0,3,1,1,900
realtest,2,1,4,3,1,23
realtest,2,1,1,4,1,74
realtest,2,1,4,4,1,52
realtest,2,1,2,5,1,100
realtest,2,1,1,3,1,127
realtest,2,1,9,5,1,111
realtest,2,0,3,5,1,900
realtest,2,1,9,3,1,236
realtest,2,1,1,5,1,73
realtest,2,1,7,2,1,79
realtest,2,0,3,4,1,900
realtest,2,1,5,3,1,224
realtest,2,1,9,2,1,64
realtest,2,1,6,2,1,74
realtest,2,1,5,4,1,57
realtest,2,1,6,5,1,75
realtest,2,1,9,5,1,60
realtest,2,0,3,4,0,29
realtest,2,1,8,5,1,90
realtest,2,1,2,2,1,123
realtest,2,1,9,5,1,107
realtest,2,1,8,3,1,69
realtest,2,1,4,4,1,47
realtest,2,1,5,1,1,110
realtest,2,1,8,5,1,79
realtest,2,1,4,3,1,23
realtest,2,1,7,2,1,91
realtest,2,1,9,2,1,110
realtest,2,1,2,5,1,115
realtest,2,1,6,3,1,71
realtest,2,1,7,2,1,71
realtest,2,0,3,2,1,900
realtest,2,1,5,3,1,23
realtest,2,1,6,5,1,93
realtest,2,1,2,4,1,49
realtest,2,0,3,3,0,38
realtest,2,1,4,3,1,467
realtest,2,1,6,5,1,151
realtest,2,1,9,5,1,106
realtest,2,0,3,1,1,900
realtest,2,1,1,1,1,144
realtest,2,1,4,2,1,188
realtest,2,1,5,1,1,201
realtest,2,1,4,2,1,297
realtest,2,1,1,3,1,256
realtest,2,1,2,1,1,259
realtest,2,1,4,5,1,168
realtest,2,1,5,3,1,338
realtest,2,1,2,4,1,176
realtest,2,1,7,2,1,433
realtest,2,1,9,3,1,167
realtest,2,1,8,4,1,174
realtest,2,1,9,5,1,278
realtest,2,1,8,4,1,208
realtest,2,1,2,4,1,332
realtest,2,0,3,4,1,900
realtest,2,1,2,1,1,193
realtest,2,1,5,4,1,140
realtest,2,1,1,4,1,219
realtest,2,1,5,5,1,146
realtest,2,1,8,5,1,111
realtest,2,0,3,4,0,111
realtest,2,1,1,3,1,691
realtest,2,1,5,5,0,900
realtest,2,1,8,2,1,538
realtest,2,1,7,2,1,293
realtest,2,1,4,5,1,107
realtest,2,0,3,4,0,397
realtest,2,1,6,2,1,122
realtest,2,1,7,2,1,498
realtest,2,1,9,3,1,572
realtest,2,1,8,1,1,477
realtest,2,1,1,5,1,430
realtest,2,1,5,4,1,282
realtest,2,1,8,2,1,296
realtest,2,1,6,3,1,270
realtest,2,1,2,4,1,279
realtest,2,1,4,4,1,406
realtest,2,1,2,2,1,475
realtest,2,1,8,1,1,400
realtest,2,1,9,4,1,537
realtest,2,0,3,3,1,900
realtest,2,1,6,1,1,106
realtest,2,1,4,2,1,108
realtest,2,1,7,1,1,235
realtest,2,1,2,5,1,287
realtest,2,1,8,1,1,278
realtest,2,0,3,1,1,900
realtest,2,1,2,5,1,113
realtest,2,0,3,2,1,900
realtest,2,1,7,3,1,22
realtest,2,1,1,1,1,255
realtest,2,1,8,4,1,238
realtest,2,1,4,1,1,335
realtest,2,1,6,3,1,348
realtest,2,1,5,4,1,363
realtest,2,1,1,3,1,377
realtest,2,1,7,2,1,467
realtest,2,1,2,4,1,465
realtest,2,1,4,4,1,446
realtest,2,1,8,1,1,378
realtest,2,1,5,5,1,427
realtest,2,1,2,3,1,413
realtest,2,0,3,2,1,900
realtest,2,1,7,3,1,277
realtest,2,0,3,2,1,900
realtest,2,1,1,5,1,308
realtest,2,1,7,1,1,318
realtest,2,0,3,4,1,900
realtest,2,1,6,1,1,284
realtest,2,1,7,1,1,305
realtest,2,1,8,1,1,342
realtest,2,1,6,2,1,288
realtest,2,1,9,4,1,323
realtest,2,1,6,4,1,412
realtest,2,1,1,2,1,575
realtest,2,1,4,4,1,585
realtest,2,1,7,1,1,685
realtest,2,1,6,5,1,667
realtest,2,1,5,4,1,596
realtest,2,1,7,4,1,485
realtest,2,1,8,2,1,548
realtest,2,1,6,2,1,424
realtest,2,1,9,2,1,364
realtest,2,1,7,3,1,461
realtest,2,1,1,4,1,399
realtest,2,1,9,5,1,387
realtest,2,0,3,2,1,900
realtest,2,1,7,1,1,147
realtest,2,1,9,5,1,130
realtest,2,1,5,5,1,183
realtest,2,1,1,3,1,408
realtest,2,0,3,1,1,900
realtest,2,1,4,1,1,140
realtest,2,1,9,3,1,298
realtest,2,1,4,4,1,243
realtest,2,1,7,1,1,320
realtest,2,1,8,3,1,508
realtest,2,1,9,1,1,467
realtest,2,1,4,4,1,431
realtest,2,1,2,5,1,398
realtest,2,1,5,2,1,350
realtest,2,1,1,4,1,455
realtest,2,1,8,4,1,393
realtest,2,1,9,4,1,395
realtest,2,1,5,2,1,411
realtest,2,1,7,1,1,382
realtest,2,1,5,5,1,361
realtest,2,1,4,4,1,337
realtest,2,1,5,5,1,372
realtest,2,0,3,2,1,900
realtest,2,1,4,4,1,279
realtest,2,1,7,5,1,336
realtest,2,1,1,4,1,370
realtest,2,1,6,3,1,359
realtest,2,1,1,2,1,357
realtest,2,1,4,4,1,367
realtest,2,1,6,2,1,372
realtest,2,1,4,5,1,390
realtest,2,1,1,2,1,418
realtest,2,1,5,3,1,576
realtest,2,1,1,5,1,418
realtest,2,1,5,3,1,449
realtest,2,1,4,4,1,595
realtest,2,1,5,2,1,460
realtest,2,1,6,3,1,471
realtest,2,1,2,2,1,395
realtest,2,1,4,4,1,512
realtest,2,1,7,1,1,402
